uid,age,gender,occupation,income,sport_interest,sports,ideal_frequency,teammate_shortage,teammate_pain_points,new_player_openness,trust_factors,current_finding_methods,current_finding_pains,booking_need,current_booking_methods,booking_pains,switching_triggers,expected_frequency_lift,willingness_to_pay,paid_features,open_motivation,new_player_openness_num,high_openness_to_new_players,teammate_shortage_score,ideal_frequency_score,booking_need_score,wtp_score,expected_frequency_lift_score,sport_interest_score,pain_count_teammate,pain_count_booking,early_adopter_candidate,student_young_segment,has_wtp_signal,strong_wtp
UID-063,23–30,Nam,Nhân viên văn phòng,Trên 10.000.000,Trước đây có chơi nhưng hiện tại ít chơi,"Cầu lông, Bóng đá, Gym/Fitness theo nhóm",Khi có người rủ,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng trình độ, Khó tìm người cùng lịch rảnh",3.0,"Hồ sơ người chơi rõ ràng, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Nhóm Facebook, Cộng đồng trường học/công ty","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Ngại chơi với người lạ vì thiếu thông tin",Hiếm khi,"Nhắn Zalo/Facebook cho sân, Đặt qua app/website, Nhờ bạn bè đặt, Đến trực tiếp sân","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm","Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Có đánh giá người chơi và sân/địa điểm, Có thể chia tiền sân trong app, Giao diện đơn giản, dễ dùng",Có thể,"Có thể, nếu giá hợp lý",Gói premium để được ghép người phù hợp hơn,,3.0,False,2.0,1.0,1.0,1.0,1.0,1,4,4,False,False,True,False
UID-064,18–22,Nam,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thỉnh thoảng",Cầu lông,1–2 lần/tuần,Rất thường xuyên,"Bạn bè/người quen không rảnh, Khó tìm người cùng trình độ",5.0,"Hồ sơ người chơi rõ ràng, Biết trước trình độ chơi","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh",Thỉnh thoảng,Nhắn Zalo/Facebook cho sân,"Không biết sân/địa điểm nào còn trống, Không rõ giá","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác","Có, chắc chắn",Có,"Phí đặt sân/địa điểm tiện lợi, Gói premium để được ghép người phù hợp hơn",,5.0,True,3.0,2.0,2.0,2.0,2.0,2,2,2,True,True,True,True
UID-065,23–30,Nam,Nhân viên văn phòng,Trên 10.000.000,"Có, thường xuyên","Cầu lông, Bóng chuyền, Đạp xe theo nhóm",3 lần/tuần trở lên,Chưa bao giờ,Khó tìm người cùng trình độ,3.0,Có nhóm chat trước buổi chơi,"Rủ bạn bè/người quen trực tiếp, Cộng đồng trường học/công ty",Ngại chơi với người lạ vì thiếu thông tin,Thường xuyên,Nhắn Zalo/Facebook cho sân,Dễ bị trùng lịch hoặc hết chỗ,"Có đánh giá người chơi và sân/địa điểm, Có thể chia tiền sân trong app","Có, chắc chắn","Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Phí tham gia giải hoặc sự kiện thể thao",,3.0,False,0.0,3.0,3.0,1.0,2.0,3,1,1,False,False,True,False
UID-066,18–22,Nam,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thường xuyên","Cầu lông, Bóng đá",Khi có người rủ,Hiếm khi,Bạn bè/người quen không rảnh,3.0,Hồ sơ người chơi rõ ràng,Rủ bạn bè/người quen trực tiếp,Phải nhắn nhiều nơi mới đủ người,Hiếm khi,Nhắn Zalo/Facebook cho sân,Không biết sân/địa điểm nào còn trống,Có nhiều người chơi thật,"Có, chắc chắn","Có thể, nếu giá hợp lý",Phí đặt sân/địa điểm tiện lợi,,3.0,False,1.0,1.0,1.0,1.0,2.0,3,1,1,False,True,True,False
UID-067,18–22,Nam,Học sinh/Sinh viên,Không tiện đề cập,Không quan tâm,,,,,,,,,,,,,,,,"Có bạn/người chơi cùng, Chi phí thấp hơn, Có người hướng dẫn",,False,,,,,,0,0,0,False,True,False,False
UID-068,18–22,Nam,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thỉnh thoảng","Cầu lông, Bóng đá, Bóng chuyền, Bơi lội, Bida, Gym nhưng một mình",3 lần/tuần trở lên,Hiếm khi,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng trình độ, Khó chia chi phí",5.0,"Có xác minh tài khoản/số điện thoại, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp","Nhóm Zalo/Messenger, Không chủ động tìm, chỉ chơi khi có người rủ",Ngại chơi với người lạ vì thiếu thông tin,Hiếm khi,Không cần đặt trước,"Không rõ giá, Không rõ chất lượng sân/địa điểm","Có nhiều người chơi thật, Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ, Có đánh giá người chơi và sân/địa điểm, Có xác minh tài khoản, Có thể chia tiền sân trong app, Giao diện đơn giản, dễ dùng",Có thể,"Có thể, nếu app thật sự có nhiều người dùng",Phí tham gia trận/nhóm chơi,,5.0,True,1.0,3.0,1.0,1.0,1.0,2,4,2,False,True,True,False
UID-069,18–22,Nam,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,Trước đây có chơi nhưng hiện tại ít chơi,"Cầu lông, Bóng rổ, Bơi lội, Gym/Fitness theo nhóm",1–2 lần/tuần,Rất thường xuyên,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng lịch rảnh, Không biết tìm người chơi ở đâu, Người chơi hay hủy kèo, Khó chia chi phí",4.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi, Biết trước lịch sử tham gia trận/hoạt động, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp","Rủ bạn bè/người quen trực tiếp, Không chủ động tìm, chỉ chơi khi có người rủ","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Không có đánh giá/độ uy tín của người chơi, Ngại chơi với người lạ vì thiếu thông tin, Khó chia tiền sân/chi phí",Thường xuyên,"Đặt qua app/website, Đến trực tiếp sân","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm, Không có đánh giá từ người chơi trước, Khó chia tiền với người chơi khác","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo lịch rảnh, Có đánh giá người chơi và sân/địa điểm, Có thể chia tiền sân trong app",Có thể,"Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi",,4.0,True,3.0,2.0,3.0,1.0,1.0,1,6,6,False,True,True,False
UID-070,18–22,Nam,Học sinh/Sinh viên,Từ 5.000.000 - Dưới 10.000.000,"Có, thường xuyên","Cầu lông, Bóng đá, Pickleball",3 lần/tuần trở lên,Hiếm khi,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng lịch rảnh, Người chơi hay hủy kèo",4.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Biết trước trình độ chơi","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Nhóm Facebook","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Không biết trình độ người chơi",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Đặt qua app/website","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ chất lượng sân/địa điểm","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân","Có, chắc chắn",Có,Phí đặt sân/địa điểm tiện lợi,,4.0,True,1.0,3.0,2.0,2.0,2.0,3,4,3,False,True,True,True
UID-071,18–22,Nam,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thường xuyên","Cầu lông, Bóng đá, Pickleball, Chạy bộ theo nhóm, Bơi lội",1–2 lần/tuần,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng lịch rảnh",4.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Nhóm Facebook, Cộng đồng trường học/công ty","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Không biết trình độ người chơi, Khó tìm người gần mình, Dễ bị hủy kèo vào phút cuối",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Đặt qua app/website, Nhờ bạn bè đặt, Đến trực tiếp sân","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ",Có thể,"Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi, Phí tham gia giải hoặc sự kiện thể thao",,4.0,True,2.0,2.0,2.0,1.0,1.0,3,3,4,True,True,True,False
UID-072,18–22,Nam,Học sinh/Sinh viên,Không tiện đề cập,Trước đây có chơi nhưng hiện tại ít chơi,Cầu lông,Khi có người rủ,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng trình độ",3.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Biết trước trình độ chơi","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Cộng đồng trường học/công ty","Không biết ai đang rảnh, Không biết trình độ người chơi, Dễ bị hủy kèo vào phút cuối",Thường xuyên,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Đặt qua app/website, Nhờ bạn bè đặt","Dễ bị trùng lịch hoặc hết chỗ, Khó đổi/hủy lịch","Biết trước lịch trống và giá sân, Có thể chia tiền sân trong app, Giao diện đơn giản, dễ dùng",Có thể,"Có thể, nếu giá hợp lý",Phí đặt sân/địa điểm tiện lợi,,3.0,False,2.0,1.0,3.0,1.0,1.0,1,3,2,False,True,True,False
UID-073,23–30,Nam,Nhân viên văn phòng,Trên 10.000.000,Chưa chơi thường xuyên nhưng muốn bắt đầu,"Cầu lông, Bơi lội, Gym/Fitness theo nhóm",1–2 lần/tuần,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng lịch rảnh",3.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại","Rủ bạn bè/người quen trực tiếp, Nhóm Facebook, Cộng đồng trường học/công ty, Không chủ động tìm, chỉ chơi khi có người rủ","Không biết ai đang rảnh, Ngại chơi với người lạ vì thiếu thông tin",Hiếm khi,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Đặt qua app/website, Nhờ bạn bè đặt","Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm, Không có đánh giá từ người chơi trước, Dễ bị trùng lịch hoặc hết chỗ","Biết trước lịch trống và giá sân, Ghép người chơi theo lịch rảnh, Có xác minh tài khoản",Không chắc,"Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Gói premium để được ghép người phù hợp hơn",,3.0,False,2.0,2.0,1.0,1.0,0.0,1,3,5,False,False,True,False
UID-074,18–22,Nam,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,"Có, thỉnh thoảng",Gym/Fitness theo nhóm,3 lần/tuần trở lên,Thỉnh thoảng,Khó tìm người cùng lịch rảnh,4.0,Biết trước trình độ chơi,Rủ bạn bè/người quen trực tiếp,"Phải nhắn nhiều nơi mới đủ người, Khó tìm người gần mình",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân","Không biết sân/địa điểm nào còn trống, Không rõ giá, Không rõ chất lượng sân/địa điểm","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác","Có, chắc chắn","Có thể, nếu giá hợp lý",Phí tham gia trận/nhóm chơi,,4.0,True,2.0,3.0,2.0,1.0,2.0,2,1,3,True,True,True,False
UID-075,18–22,Nam,Người lao động tự do,Không tiện đề cập,Trước đây có chơi nhưng hiện tại ít chơi,Cầu lông,Khi có người rủ,Hiếm khi,"Khó tìm người cùng lịch rảnh, Không biết tìm người chơi ở đâu",3.0,Hồ sơ người chơi rõ ràng,"Nhóm Zalo/Messenger, Nhóm Facebook","Không biết ai đang rảnh, Khó tìm người gần mình",Không bao giờ,,,"Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Có đánh giá người chơi và sân/địa điểm, Có cộng đồng/giải phong trào hoạt động thường xuyên",Không chắc,"Có thể, nếu app thật sự có nhiều người dùng","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi",,3.0,False,1.0,1.0,0.0,1.0,0.0,1,2,0,False,False,True,False
UID-076,18–22,Nam,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thường xuyên","Cầu lông, Bóng chuyền, Tennis, Pickleball, Bơi lội, Gym/Fitness theo nhóm",1–2 lần/tuần,Rất thường xuyên,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi",5.0,"Hồ sơ người chơi rõ ràng, Có xác minh tài khoản/số điện thoại, Có nhóm chat trước buổi chơi","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Nhóm Facebook, Cộng đồng trường học/công ty",Không biết ai đang rảnh,Thường xuyên,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Đặt qua app/website","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ chất lượng sân/địa điểm",Có nhiều người chơi thật,"Có, chắc chắn",Có,Phí đặt sân/địa điểm tiện lợi,,5.0,True,3.0,2.0,3.0,2.0,2.0,3,2,3,True,True,True,True
UID-077,18–22,Nam,Học sinh/Sinh viên,Dưới 2.000.000 VND,Trước đây có chơi nhưng hiện tại ít chơi,Cầu lông,3 lần/tuần trở lên,Rất thường xuyên,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi",5.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Có nhóm chat trước buổi chơi","Nhóm Facebook, Cộng đồng trường học/công ty, Hỏi chủ sân/người quen ở sân, Dùng app/website thể thao","Phải nhắn nhiều nơi mới đủ người, Dễ bị hủy kèo vào phút cuối, Không có đánh giá/độ uy tín của người chơi, Khó chia tiền sân/chi phí",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Hỏi trong nhóm cộng đồng","Không rõ giá, Không có đánh giá từ người chơi trước, Dễ bị trùng lịch hoặc hết chỗ, Khó chia tiền với người chơi khác","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Ghép người chơi theo lịch rảnh, Có thể chia tiền sân trong app",Có thể,"Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi",,5.0,True,3.0,3.0,2.0,1.0,1.0,1,2,4,False,True,True,False
